N_full,Truncation,Magnus_Order,Pre_OffDiag_Norm,Post_OffDiag_Norm,Block_Diagonal_Pct,Pd0_Sectors,Final_Purity
256,128,12,4.7340108002357315e-14,0.7145787100303723,98.82976234569632,44,1.002025788914402
